Source,Unique_ID,Ticker,Date,URL,Finance,Production,Reserves/M&A,Regulatory,Green Energy,OG Price,Returns
SEC Filings,SEC-9341022000009,CVX,2022-01-31,https://www.sec.gov/Archives/edgar/data/0000093410/000009341022000009/cvx-20220126.htm,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0.005512590863115285
ProQuest,PQ-2624561403,CVX,2022-02-02,https://www.proquest.com/newspapers/chevron-buys-noble-energy-biggest-deal-since-oil/docview/2425496061/se-2?accountid=7064,Positive,Positive,Positive,Neutral,Neutral,Positive,0.004599955815133061
Investment Research,IR-2070,CVX,2022-02-04,,Neutral,Neutral,Neutral,Neutral,Positive,Positive,0.012518850188211195
Investment Research,IR-2063,CVX,2022-02-05,,Positive,Neutral,Positive,Neutral,Positive,Neutral,-0.01522882899376854
ProQuest,PQ-2658035261,CVX,2022-02-05,https://www.proquest.com/newspapers/chevron-overtakes-exxon-mobil-as-largest-oil/docview/2449355199/se-2?accountid=7064,Positive,Neutral,Positive,Neutral,Positive,Neutral,-0.01522882899376854
Investment Research,IR-2045,CVX,2022-02-08,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,-0.01522882899376854
ProQuest,PQ-2697049245,CVX,2022-02-08,https://www.proquest.com/newspapers/chevron-slashes-spending-plans-as-coronavirus/docview/2466258188/se-2?accountid=7064,Negative,Neutral,Neutral,Neutral,Neutral,Negative,-0.01522882899376854
Investment Research,IR-2032,CVX,2022-02-10,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,-0.012700217758023769
Investment Research,IR-2078,CVX,2022-02-19,,Positive,Neutral,Neutral,Neutral,Positive,Positive,-0.0051642119201453784
ProQuest,PQ-2630504900,CVX,2022-02-19,https://www.proquest.com/newspapers/chevron-goes-quality-over-price/docview/2425496101/se-2?accountid=7064,Positive,Neutral,Positive,Neutral,Neutral,Neutral,-0.0051642119201453784
SEC Filings,SEC-9341022000019,CVX,2022-02-24,https://www.sec.gov/Archives/edgar/data/0000093410/000009341022000019/cvx-20211231.htm,Neutral,Neutral,Neutral,Negative,Positive,Neutral,-0.0051642119201453784
Investment Research,IR-2077,CVX,2022-02-26,,Positive,Neutral,Neutral,Neutral,Neutral,Positive,0.025786939171533962
ProQuest,PQ-2634027301,CVX,2022-02-28,https://www.proquest.com/newspapers/us-5b-takeover-biggest-oil-deal-since-price-crash/docview/2425732621/se-2?accountid=7064,Positive,Positive,Positive,Neutral,Positive,Neutral,0.025786939171533962
SEC Filings,SEC-95014222000839,CVX,2022-02-28,https://www.sec.gov/Archives/edgar/data/0000093410/000095014222000839/eh220229607_8k.htm,Neutral,Neutral,Positive,Neutral,Positive,Neutral,0.025786939171533962
ProQuest,PQ-2635299155,CVX,2022-03-03,https://www.proquest.com/newspapers/us-5b-takeover-biggest-oil-deal-since-price-crash/docview/2425733097/se-2?accountid=7064,Positive,Positive,Positive,Neutral,Positive,Neutral,0.013494309308073715
Investment Research,IR-2052,CVX,2022-03-07,,Positive,Positive,Positive,Neutral,Positive,Positive,0.021367770015992216
Investment Research,IR-2037,CVX,2022-03-09,,Positive,Neutral,Neutral,Neutral,Positive,Neutral,-0.02498106410942902
Investment Research,IR-2038,CVX,2022-03-09,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,-0.02498106410942902
SEC Filings,SEC-9341022000075,CVX,2022-03-11,https://www.sec.gov/Archives/edgar/data/0000093410/000009341022000075/cvx-20220930.htm,Neutral,Neutral,Neutral,Positive,Positive,Neutral,0.0004683657291966181
ProQuest,PQ-2745193656,CVX,2022-03-12,https://www.proquest.com/newspapers/venezuela-signs-contracts-with-us-oil-giant/docview/2745193656/se-2?accountid=7064,Positive,Positive,Neutral,Neutral,Neutral,Neutral,0.017992902906055486
Investment Research,IR-2073,CVX,2022-03-13,,Positive,Positive,Neutral,Neutral,Positive,Positive,0.017992902906055486
Investment Research,IR-2072,CVX,2022-03-19,,Neutral,Positive,Neutral,Neutral,Positive,Neutral,0.017992902906055486
ProQuest,PQ-2641007493,CVX,2022-03-21,https://www.proquest.com/newspapers/amazon-com-mcdonalds-chevron-stocks-that-defined/docview/2429312335/se-2?accountid=7064,Negative,Neutral,Neutral,Neutral,Neutral,Negative,0.017992902906055486
ProQuest,PQ-2641311895,CVX,2022-03-22,https://www.proquest.com/newspapers/united-states-us-giants-exxon-chevron-lose/docview/2429557110/se-2?accountid=7064,Negative,Neutral,Negative,Neutral,Neutral,Negative,-0.003340617657294098
ProQuest,PQ-2641736911,CVX,2022-03-23,https://www.proquest.com/newspapers/chevron-pursues-exploration-deal-iraq-ge/docview/2434495723/se-2?accountid=7064,Neutral,Positive,Positive,Negative,Neutral,Negative,0.010786756770128525
Investment Research,IR-2071,CVX,2022-03-26,,Positive,Positive,Neutral,Neutral,Neutral,Positive,0.0009134168756774752
ProQuest,PQ-2646694299,CVX,2022-04-04,https://www.proquest.com/newspapers/chevron-pursues-exploration-deal-iraq-ge/docview/2434599535/se-2?accountid=7064,Neutral,Neutral,Positive,Neutral,Neutral,Negative,0.0009134168756774752
SEC Filings,SEC-9341022000026,CVX,2022-04-05,https://www.sec.gov/Archives/edgar/data/0000093410/000009341022000026/cvx-20220331.htm,Positive,Neutral,Positive,Neutral,Positive,Positive,-0.006144660261446333
Investment Research,IR-2057,CVX,2022-04-06,,Positive,Positive,Positive,Neutral,Positive,Positive,0.008876145863599971
ProQuest,PQ-2672985343,CVX,2022-04-06,https://www.proquest.com/newspapers/conoco-moves-one-step-closer-shale-pursuit-concho/docview/2452302081/se-2?accountid=7064,Positive,Neutral,Positive,Neutral,Neutral,Neutral,0.008876145863599971
SEC Filings,SEC-9341022000066,CVX,2022-04-08,https://www.sec.gov/Archives/edgar/data/0000093410/000009341022000066/cvx-20220630.htm,Positive,Neutral,Positive,Neutral,Positive,Positive,0.016935781696058028
Investment Research,IR-2017,CVX,2022-04-12,,Positive,Positive,Positive,Neutral,Positive,Positive,0.02083844966924353
Investment Research,IR-2068,CVX,2022-04-16,,Positive,Neutral,Neutral,Neutral,Neutral,Positive,-0.031645764460859316
Investment Research,IR-2067,CVX,2022-04-23,,Neutral,Positive,Neutral,Neutral,Positive,Positive,-0.031645764460859316
Investment Research,IR-2066,CVX,2022-04-29,,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,-0.031645764460859316
ProQuest,PQ-2656643492,CVX,2022-04-29,https://www.proquest.com/newspapers/chevron-orders-staff-worldwide-delete-wechat/docview/2445157674/se-2?accountid=7064,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,-0.031645764460859316
SEC Filings,SEC-9341022000023,CVX,2022-04-29,https://www.sec.gov/Archives/edgar/data/0000093410/000009341022000023/cvx-20220429.htm,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,-0.031645764460859316
Earnings Call Presentations,EP-9,CVX,2022-04-29,,Positive,Neutral,Neutral,Positive,Positive,Neutral,-0.031645764460859316
Earnings Call Q&A,EQ-9,CVX,2022-04-29,,Positive,Positive,Positive,Neutral,Positive,Neutral,-0.031645764460859316
Investment Research,IR-2064,CVX,2022-04-30,,Neutral,Neutral,Positive,Neutral,Neutral,Neutral,0.019659151094972627
Investment Research,IR-2065,CVX,2022-04-30,,Positive,Positive,Neutral,Positive,Positive,Positive,0.019659151094972627
ProQuest,PQ-2657456458,CVX,2022-04-30,https://www.proquest.com/newspapers/virus-pain-persists-oil-companies/docview/2447778221/se-2?accountid=7064,Negative,Negative,Negative,Neutral,Positive,Negative,0.019659151094972627
ProQuest,PQ-2657145966,CVX,2022-04-30,https://www.proquest.com/newspapers/pandemic-pain-persists-big-oil-companies-tepid/docview/2447571631/se-2?accountid=7064,Negative,Negative,Negative,Neutral,Positive,Negative,0.019659151094972627
Investment Research,IR-2080,CVX,2022-05-02,,Positive,Neutral,Neutral,Neutral,Positive,Positive,0.019659151094972627
Investment Research,IR-2076,CVX,2022-05-03,,Positive,Positive,Neutral,Neutral,Neutral,Positive,0.017151706924129817
ProQuest,PQ-2646920818,CVX,2022-05-04,https://www.proquest.com/newspapers/chevron-pursues-iraq-oil-project-deals-with/docview/2434686599/se-2?accountid=7064,Negative,Neutral,Positive,Negative,Neutral,Negative,0.03138651720384966
ProQuest,PQ-2721420498,CVX,2022-05-10,https://www.proquest.com/newspapers/u-s-looks-ease-venezuela-sanctions-enabling/docview/2721420498/se-2?accountid=7064,Positive,Neutral,Positive,Neutral,Neutral,Positive,0.009607516539959615
Investment Research,IR-2022,CVX,2022-05-11,,Positive,Neutral,Neutral,Neutral,Positive,Neutral,0.014803036978989326
Investment Research,IR-2060,CVX,2022-05-15,,Positive,Positive,Positive,Negative,Positive,Positive,0.005895567926659462
ProQuest,PQ-2665180174,CVX,2022-05-17,https://www.proquest.com/newspapers/conoco-moves-one-step-closer-shale-pursuit-concho/docview/2452298312/se-2?accountid=7064,Positive,Positive,Positive,Neutral,Neutral,Neutral,0.005895567926659462
ProQuest,PQ-2664997781,CVX,2022-05-17,https://www.proquest.com/newspapers/conoco-moves-one-step-closer-shale-pursuit-concho/docview/2452295433/se-2?accountid=7064,Positive,Positive,Positive,Neutral,Neutral,Neutral,0.005895567926659462
ProQuest,PQ-2665454855,CVX,2022-05-18,https://www.proquest.com/newspapers/conoco-moves-one-step-closer-shale-pursuit-concho/docview/2452301148/se-2?accountid=7064,Positive,Neutral,Positive,Neutral,Neutral,Neutral,-0.0263601097314754
Investment Research,IR-2059,CVX,2022-05-21,,Positive,Neutral,Positive,Neutral,Neutral,Positive,0.009570110594782966
SEC Filings,SEC-9341022000035,CVX,2022-05-27,https://www.sec.gov/Archives/edgar/data/0000093410/000009341022000035/cvx-20220525.htm,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0.009570110594782966
SEC Filings,SEC-9341022000036,CVX,2022-05-27,https://www.sec.gov/Archives/edgar/data/0000093410/000009341022000036/cvx-20220524.htm,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0.009570110594782966
Investment Research,IR-2058,CVX,2022-05-29,,Positive,Positive,Positive,Neutral,Positive,Positive,-0.02030509177174389
SEC Filings,SEC-9341022000040,CVX,2022-05-31,https://www.sec.gov/Archives/edgar/data/0000093410/000009341022000040/cvx-20220525.htm,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,-0.02030509177174389
SEC Filings,SEC-9341022000042,CVX,2022-05-31,https://www.sec.gov/Archives/edgar/data/0000093410/000009341022000042/cvx-20220525.htm,Neutral,Positive,Positive,Positive,Positive,Neutral,-0.02030509177174389
Investment Research,IR-2062,CVX,2022-06-05,,Positive,Positive,Neutral,Neutral,Positive,Positive,0.005160901571864995
Investment Research,IR-2044,CVX,2022-06-08,,Positive,Positive,Neutral,Neutral,Neutral,Positive,0.005160901571864995
ProQuest,PQ-2722643285,CVX,2022-06-10,https://www.proquest.com/newspapers/el-plan-de-ee-uu-para-suavizar-las-sanciones/docview/2722643285/se-2?accountid=7064,Positive,Neutral,Positive,Neutral,Neutral,Negative,-0.011942498722924633
ProQuest,PQ-2721802552,CVX,2022-06-10,https://www.proquest.com/newspapers/chevron-faces-tough-job-restarting-venezuelas/docview/2721802552/se-2?accountid=7064,Negative,Negative,Neutral,Negative,Neutral,Neutral,-0.011942498722924633
ProQuest,PQ-2721508150,CVX,2022-06-10,https://www.proquest.com/newspapers/u-s-venezuela-prepare-deal-loosen-sanctions-on/docview/2721508150/se-2?accountid=7064,Positive,Positive,Neutral,Negative,Neutral,Negative,-0.011942498722924633
ProQuest,PQ-2721460199,CVX,2022-06-10,https://www.proquest.com/newspapers/u-s-looks-ease-venezuela-sanctions-enabling/docview/2721460199/se-2?accountid=7064,Positive,Positive,Positive,Neutral,Neutral,Positive,-0.011942498722924633
SEC Filings,SEC-95014222001875,CVX,2022-06-13,https://www.sec.gov/Archives/edgar/data/0000093410/000095014222001875/eh220260041_8k.htm,Neutral,Neutral,Positive,Neutral,Positive,Neutral,-0.04600889337850278
Investment Research,IR-2055,CVX,2022-06-18,,Positive,Positive,Positive,Neutral,Positive,Positive,-0.043469896807527775
SEC Filings,SEC-9341022000050,CVX,2022-06-22,https://www.sec.gov/Archives/edgar/data/0000093410/000009341022000050/a2022form11-k.htm,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,-0.043469896807527775
ProQuest,PQ-2680392256,CVX,2022-06-24,https://www.proquest.com/newspapers/chevron-lay-off-about-25-noble-energy-employees/docview/2455119828/se-2?accountid=7064,Negative,Neutral,Negative,Neutral,Neutral,Negative,0.016429324400597745
Investment Research,IR-2054,CVX,2022-06-25,,Positive,Positive,Positive,Neutral,Positive,Positive,-0.026278066641745257
ProQuest,PQ-2680500135,CVX,2022-06-25,https://www.proquest.com/newspapers/chevron-lay-off-about-25-noble-energy-employees/docview/2455124806/se-2?accountid=7064,Negative,Neutral,Neutral,Neutral,Neutral,Negative,-0.026278066641745257
Investment Research,IR-2074,CVX,2022-07-03,,Positive,Positive,Neutral,Neutral,Positive,Positive,-0.026278066641745257
Investment Research,IR-2075,CVX,2022-07-03,,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,-0.026278066641745257
ProQuest,PQ-2647535640,CVX,2022-07-04,https://www.proquest.com/newspapers/norways-biggest-private-money-manager-exits-exxon/docview/2436437585/se-2?accountid=7064,Neutral,Neutral,Negative,Positive,Positive,Neutral,-0.026278066641745257
Investment Research,IR-2061,CVX,2022-07-05,,Positive,Positive,Positive,Neutral,Positive,Positive,-0.026278066641745257
ProQuest,PQ-2673506122,CVX,2022-07-06,https://www.proquest.com/newspapers/conoco-moves-one-step-closer-shale-pursuit-concho/docview/2452305034/se-2?accountid=7064,Positive,Negative,Positive,Neutral,Neutral,Neutral,-0.013178389062529217
ProQuest,PQ-2710406566,CVX,2022-07-09,https://www.proquest.com/newspapers/activist-investor-urges-chevron-increase-crude/docview/2710406566/se-2?accountid=7064,Negative,Positive,Neutral,Negative,Negative,Positive,0.08903537221124602
ProQuest,PQ-2722122777,CVX,2022-07-10,https://www.proquest.com/newspapers/markets-amp-finance-commodities-chevron-faces/docview/2722122777/se-2?accountid=7064,Negative,Negative,Negative,Neutral,Neutral,Neutral,0.08903537221124602
Investment Research,IR-2050,CVX,2022-07-16,,Positive,Positive,Positive,Neutral,Positive,Positive,0.08903537221124602
Investment Research,IR-2049,CVX,2022-07-23,,Positive,Positive,Positive,Neutral,Positive,Positive,0.08903537221124602
Investment Research,IR-2047,CVX,2022-07-29,,Positive,Positive,Positive,Neutral,Positive,Positive,0.08903537221124602
Investment Research,IR-2048,CVX,2022-07-29,,Positive,Positive,Negative,Neutral,Neutral,Neutral,0.08903537221124602
ProQuest,PQ-2695835797,CVX,2022-07-29,https://www.proquest.com/newspapers/shell-tries-woo-investors-with-dividend-raise/docview/2455479011/se-2?accountid=7064,Positive,Neutral,Negative,Positive,Positive,Neutral,0.08903537221124602
SEC Filings,SEC-9341022000062,CVX,2022-07-29,https://www.sec.gov/Archives/edgar/data/0000093410/000009341022000062/cvx-20220729.htm,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,0.08903537221124602
Earnings Call Presentations,EP-8,CVX,2022-07-29,,Positive,Neutral,Positive,Positive,Positive,Neutral,0.08903537221124602
Earnings Call Q&A,EQ-8,CVX,2022-07-29,,Positive,Positive,Positive,Neutral,Positive,Neutral,0.08903537221124602
Investment Research,IR-2046,CVX,2022-07-30,,Positive,Positive,Neutral,Neutral,Neutral,Neutral,0.002638330083277962
ProQuest,PQ-2696371267,CVX,2022-07-30,https://www.proquest.com/newspapers/senators-air-misgivings-over-malampaya-chevron/docview/2459185852/se-2?accountid=7064,Neutral,Neutral,Negative,Negative,Neutral,Neutral,0.002638330083277962
Investment Research,IR-2031,CVX,2022-08-10,,Positive,Positive,Positive,Neutral,Positive,Positive,0.002638330083277962
SEC Filings,SEC-9341022000078,CVX,2022-08-12,https://www.sec.gov/Archives/edgar/data/0000093410/000009341022000078/cvx-20221207.htm,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0.0014410755959639587
Investment Research,IR-2041,CVX,2022-08-13,,Positive,Positive,Positive,Neutral,Positive,Positive,-0.01901802362995819
ProQuest,PQ-2702197510,CVX,2022-08-15,https://www.proquest.com/newspapers/chevron-slash-capital-spending/docview/2466698861/se-2?accountid=7064,Negative,Negative,Neutral,Neutral,Positive,Negative,-0.01901802362995819
ProQuest,PQ-2703147472,CVX,2022-08-17,https://www.proquest.com/newspapers/chevron-general-motors-zoom-at-amp-t-stocks-that/docview/2467224251/se-2?accountid=7064,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0.008247498872455461
ProQuest,PQ-2703460640,CVX,2022-08-18,https://www.proquest.com/newspapers/top-5-equity-holdings-warren-buffett-s-berkshire/docview/2703460640/se-2?accountid=7064,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0.017532791297351746
Investment Research,IR-2040,CVX,2022-08-20,,Positive,Positive,Neutral,Neutral,Positive,Neutral,-0.015943428893899103
Investment Research,IR-2039,CVX,2022-08-27,,Positive,Positive,Positive,Neutral,Positive,Positive,-0.015943428893899103
Investment Research,IR-2088,CVX,2022-09-01,,Positive,Neutral,Neutral,Neutral,Positive,Positive,-0.015943428893899103
Investment Research,IR-2069,CVX,2022-09-04,,Positive,Neutral,Negative,Neutral,Positive,Positive,-0.012792767510797054
Investment Research,IR-2051,CVX,2022-09-07,,Positive,Positive,Neutral,Neutral,Positive,Positive,-0.012792767510797054
Investment Research,IR-2042,CVX,2022-09-08,,Positive,Positive,Neutral,Neutral,Positive,Positive,0.005415480731619571
Investment Research,IR-2043,CVX,2022-09-08,,Positive,Neutral,Positive,Neutral,Positive,Positive,0.005415480731619571
ProQuest,PQ-2748143336,CVX,2022-09-12,https://www.proquest.com/newspapers/exxon-chevron-spend-billions-more-on-oil-projects/docview/2748143336/se-2?accountid=7064,Positive,Neutral,Positive,Neutral,Positive,Neutral,0.015815394910527303
Investment Research,IR-2035,CVX,2022-09-18,,Positive,Positive,Positive,Neutral,Positive,Positive,0.033754040427826926
Investment Research,IR-2034,CVX,2022-09-24,,Positive,Positive,Neutral,Neutral,Neutral,Neutral,0.033754040427826926
ProQuest,PQ-2718711441,CVX,2022-09-28,https://www.proquest.com/newspapers/chevron-sells-global-headquarters-pares-back/docview/2718711441/se-2?accountid=7064,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0.033754040427826926
ProQuest,PQ-2718784313,CVX,2022-09-29,https://www.proquest.com/newspapers/business-news-chevron-sells-headquarters/docview/2718784313/se-2?accountid=7064,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,-0.006928034455808252
SEC Filings,SEC-9341022000016,CVX,2022-10-02,https://www.sec.gov/Archives/edgar/data/0000093410/000009341022000016/nbl_2021401kxform11-k.htm,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0.05610071111081827
ProQuest,PQ-2637756952,CVX,2022-10-03,https://www.proquest.com/newspapers/big-oil-companies-lose-billions-prepare-prolonged/docview/2429012450/se-2?accountid=7064,Negative,Negative,Negative,Neutral,Neutral,Negative,0.05610071111081827
ProQuest,PQ-2675049707,CVX,2022-10-06,https://www.proquest.com/newspapers/chevron-lay-off-about-25-noble-energy-employees/docview/2455119685/se-2?accountid=7064,Negative,Neutral,Neutral,Neutral,Neutral,Negative,0.018230039213627647
Investment Research,IR-2036,CVX,2022-10-09,,Positive,Positive,Positive,Neutral,Positive,Positive,0.0029904286969852922
Investment Research,IR-2016,CVX,2022-10-12,,Positive,Positive,Positive,Neutral,Positive,Positive,0.0029904286969852922
Investment Research,IR-2030,CVX,2022-10-15,,Positive,Positive,Positive,Neutral,Positive,Positive,0.01234769905585309
Investment Research,IR-2029,CVX,2022-10-22,,Positive,Positive,Neutral,Neutral,Positive,Positive,0.01234769905585309
Investment Research,IR-2027,CVX,2022-10-26,,Positive,Neutral,Positive,Neutral,Neutral,Neutral,0.01234769905585309
Investment Research,IR-2028,CVX,2022-10-26,,Positive,Negative,Neutral,Neutral,Neutral,Negative,0.01234769905585309
Investment Research,IR-2025,CVX,2022-10-28,,Positive,Positive,Neutral,Neutral,Neutral,Positive,0.011691811906585192
Investment Research,IR-2026,CVX,2022-10-28,,Positive,Positive,Positive,Neutral,Neutral,Neutral,0.011691811906585192
SEC Filings,SEC-9341022000072,CVX,2022-10-28,https://www.sec.gov/Archives/edgar/data/0000093410/000009341022000072/cvx-20221028.htm,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,0.011691811906585192
Earnings Call Presentations,EP-7,CVX,2022-10-28,,Positive,Neutral,Neutral,Positive,Positive,Neutral,0.011691811906585192
Earnings Call Q&A,EQ-7,CVX,2022-10-28,,Positive,Positive,Positive,Neutral,Positive,Neutral,0.011691811906585192
Investment Research,IR-2024,CVX,2022-10-29,,Positive,Neutral,Positive,Neutral,Neutral,Positive,0.005111706722332299
ProQuest,PQ-2729783296,CVX,2022-10-29,https://www.proquest.com/newspapers/exchange-exxon-profit-hits-record-lucrative-oil/docview/2729783296/se-2?accountid=7064,Positive,Neutral,Neutral,Negative,Neutral,Neutral,0.005111706722332299
Investment Research,IR-2023,CVX,2022-10-31,,Positive,Positive,Positive,Negative,Positive,Positive,0.005111706722332299
Investment Research,IR-2056,CVX,2022-11-06,,Positive,Positive,Positive,Neutral,Positive,Positive,0.028461078380588534
Investment Research,IR-2021,CVX,2022-11-11,,Positive,Positive,Positive,Neutral,Positive,Positive,0.028461078380588534
Investment Research,IR-2019,CVX,2022-11-20,,Positive,Positive,Positive,Neutral,Positive,Positive,-0.008876274687751429
ProQuest,PQ-2739209148,CVX,2022-11-23,https://www.proquest.com/newspapers/u-s-poised-grant-chevron-license-pump-oil/docview/2739209148/se-2?accountid=7064,Positive,Neutral,Neutral,Neutral,Neutral,Positive,-0.008876274687751429
ProQuest,PQ-2739520395,CVX,2022-11-24,https://www.proquest.com/newspapers/u-s-poised-grant-chevron-license-pump-oil/docview/2739520395/se-2?accountid=7064,Positive,Positive,Neutral,Neutral,Neutral,Positive,-0.002931026739158904
ProQuest,PQ-2739630314,CVX,2022-11-25,https://www.proquest.com/newspapers/banking-amp-finance-u-s-poised-grant-chevron/docview/2739630314/se-2?accountid=7064,Positive,Positive,Neutral,Neutral,Neutral,Neutral,-0.002931026739158904
Investment Research,IR-2018,CVX,2022-11-26,,Positive,Neutral,Positive,Neutral,Positive,Neutral,-0.029069126300715786
ProQuest,PQ-2740193502,CVX,2022-11-26,https://www.proquest.com/newspapers/chevron-gets-u-s-license-pump-oil-venezuela-again/docview/2740193502/se-2?accountid=7064,Positive,Positive,Neutral,Neutral,Neutral,Neutral,-0.029069126300715786
ProQuest,PQ-2740324084,CVX,2022-11-27,https://www.proquest.com/newspapers/more-venezuelan-oil-unlikely-reach-markets-soon/docview/2740324084/se-2?accountid=7064,Negative,Negative,Neutral,Negative,Neutral,Negative,-0.029069126300715786
ProQuest,PQ-2742617595,CVX,2022-11-28,https://www.proquest.com/newspapers/es-poco-probable-que-llegue-más-petróleo/docview/2742617595/se-2?accountid=7064,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,-0.029069126300715786
ProQuest,PQ-2740634042,CVX,2022-11-28,https://www.proquest.com/newspapers/bidens-man-venezuela-u-s-eases-sanctions-on/docview/2740634042/se-2?accountid=7064,Negative,Neutral,Neutral,Negative,Neutral,Neutral,-0.029069126300715786
Investment Research,IR-2079,CVX,2022-12-02,,Positive,Neutral,Negative,Neutral,Positive,Positive,-0.008000434446457483
Investment Research,IR-2020,CVX,2022-12-11,,Positive,Positive,Neutral,Neutral,Neutral,Neutral,0.018008708456357603
Investment Research,IR-2015,CVX,2022-12-17,,Positive,Positive,Neutral,Neutral,Neutral,Neutral,0.018008708456357603
Investment Research,IR-2014,CVX,2022-12-24,,Positive,Neutral,Positive,Neutral,Positive,Neutral,0.018008708456357603
Investment Research,IR-2013,CVX,2022-12-31,,Positive,Positive,Neutral,Neutral,Positive,Positive,0.018008708456357603
ProQuest,PQ-2759651523,CVX,2022-12-31,https://www.proquest.com/newspapers/chevron-sending-two-oil-tankers-venezuela/docview/2759651523/se-2?accountid=7064,Positive,Positive,Neutral,Neutral,Neutral,Neutral,0.018008708456357603
Investment Research,IR-2002,CVX,2023-01-02,,Positive,Positive,Neutral,Neutral,Positive,Positive,0.018008708456357603
Investment Research,IR-2003,CVX,2023-01-02,,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,0.018008708456357603
ProQuest,PQ-2771237417,CVX,2023-01-02,https://www.proquest.com/newspapers/joe-bidens-big-oil-profits/docview/2771237417/se-2?accountid=7064,Positive,Negative,Negative,Negative,Positive,Negative,0.018008708456357603
ProQuest,PQ-2808054225,CVX,2023-01-05,https://www.proquest.com/newspapers/welcome-supreme-court-review-chevron-deference/docview/2808054225/se-2?accountid=7064,Neutral,Neutral,Neutral,Positive,Neutral,Neutral,0.018008708456357603
Investment Research,IR-1972,CVX,2023-01-07,,Positive,Positive,Positive,Neutral,Neutral,Neutral,-0.004771599229450141
ProQuest,PQ-2884523311,CVX,2023-01-11,https://www.proquest.com/newspapers/exxon-chevrons-deals-leave-investors-cold/docview/2884523311/se-2?accountid=7064,Negative,Neutral,Negative,Neutral,Neutral,Neutral,-0.004771599229450141
Investment Research,IR-2011,CVX,2023-01-14,,Positive,Neutral,Positive,Negative,Positive,Neutral,0.048637431592619684
Investment Research,IR-2010,CVX,2023-01-21,,Positive,Positive,Positive,Neutral,Positive,Positive,0.048637431592619684
Investment Research,IR-2008,CVX,2023-01-26,,Positive,Positive,Positive,Negative,Positive,Positive,0.048637431592619684
Investment Research,IR-2009,CVX,2023-01-26,,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,0.048637431592619684
Investment Research,IR-2006,CVX,2023-01-27,,Positive,Positive,Neutral,Neutral,Neutral,Positive,-0.04441126865157474
Investment Research,IR-2007,CVX,2023-01-27,,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,-0.04441126865157474
ProQuest,PQ-2769962559,CVX,2023-01-27,https://www.proquest.com/newspapers/chevron-rides-high-oil-prices-record-35-5-billion/docview/2769962559/se-2?accountid=7064,Positive,Positive,Neutral,Negative,Neutral,Neutral,-0.04441126865157474
SEC Filings,SEC-9341023000003,CVX,2023-01-27,https://www.sec.gov/Archives/edgar/data/0000093410/000009341023000003/cvx-20230125.htm,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,-0.04441126865157474
SEC Filings,SEC-9341023000005,CVX,2023-01-27,https://www.sec.gov/Archives/edgar/data/0000093410/000009341023000005/cvx-20230124.htm,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,-0.04441126865157474
Earnings Call Presentations,EP-6,CVX,2023-01-27,,Positive,Positive,Positive,Neutral,Positive,Neutral,-0.04441126865157474
Earnings Call Q&A,EQ-6,CVX,2023-01-27,,Positive,Neutral,Neutral,Neutral,Positive,Neutral,-0.04441126865157474
Investment Research,IR-2005,CVX,2023-01-28,,Positive,Neutral,Positive,Negative,Neutral,Neutral,-0.02925604009464189
Investment Research,IR-2004,CVX,2023-01-30,,Positive,Neutral,Neutral,Neutral,Positive,Neutral,-0.02925604009464189
ProQuest,PQ-2771152183,CVX,2023-01-31,https://www.proquest.com/newspapers/joe-bidens-big-oil-profits-exxons-shareholders/docview/2771152183/se-2?accountid=7064,Neutral,Negative,Positive,Negative,Neutral,Negative,-0.0010332258090604007
Investment Research,IR-1993,CVX,2023-02-04,,Positive,Positive,Neutral,Negative,Neutral,Neutral,0.0011212473262509626
ProQuest,PQ-2808142706,CVX,2023-02-05,https://www.proquest.com/newspapers/u-s-news-justices-revisit-key-regulatory-ruling/docview/2808142706/se-2?accountid=7064,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,0.0011212473262509626
