Unique_ID,Finance,Production,Reserves / Exploration / Acquisitions / Mergers / Divestments,Environment / Regulatory / Geopolitics,Alternative Energy / Lower Carbon,Oil Price / Natural Gas Price / Gasoline Price
PQ-2449399881,Positive,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2449154930,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2449146170,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2449125988,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2458223659,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2449005401,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2448932892,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2448592253,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2456676431,Positive,Neutral,Neutral,Positive,Positive,Negative
PQ-2447808236,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2447713435,Neutral,Positive,Positive,Neutral,Neutral,Neutral
PQ-2447565139,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2446976744,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2446976580,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2443977330,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2442609741,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2442049509,Negative,Negative,Negative,Negative,Neutral,Neutral
PQ-2442018888,Negative,Negative,Negative,Negative,Neutral,Neutral
PQ-2441960536,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2441137391,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2440245856,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2439649199,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2439618280,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2439770787,Negative,Negative,Negative,Negative,Neutral,Negative
PQ-2439531047,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2438987818,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2438859392,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2438710428,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2438370772,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2438206252,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2438105357,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2437040192,Neutral,Negative,Negative,Positive,Positive,Negative
PQ-2437028126,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
PQ-2437027766,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2436965662,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2436933290,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2436892144,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2436780066,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2436762008,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2436683850,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2436683849,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2436608480,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2436583181,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2435018141,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2433639517,Neutral,Neutral,Neutral,Negative,Positive,Neutral
PQ-2430956816,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2430687108,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2429595521,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2429380975,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2429348794,Negative,Negative,Neutral,Neutral,Neutral,Negative
PQ-2429089130,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2429055563,Negative,Negative,Neutral,Neutral,Neutral,Negative
PQ-2428624961,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2426943010,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2426063414,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2425422247,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2424888002,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2424854070,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2424089170,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2423432452,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2419786561,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2419608527,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2419446002,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2419445912,Negative,Negative,Neutral,Negative,Neutral,Negative
PQ-2419102873,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2418937872,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2420029245,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2418718278,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2418543857,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2417173170,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2416813816,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2416745379,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2416695967,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2415818711,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2413958672,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2413822217,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2413166015,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2412335205,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2409932022,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2407498370,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2407487889,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2406797800,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2405760931,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2403387629,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2412431955,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2401965937,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2399826211,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2408381655,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2397179046,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2397129122,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2396988654,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2396875981,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2396295080,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2396303631,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2396284965,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2396198772,Negative,Negative,Neutral,Neutral,Neutral,Negative
PQ-2394691271,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2393604341,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2393213188,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2393202834,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2392562320,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2392300565,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2391770111,Negative,Negative,Negative,Neutral,Neutral,Negative
PQ-2391877873,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2389213483,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2388703074,Neutral,Neutral,Neutral,Negative,Neutral,Negative
PQ-2400021997,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2400021721,Negative,Negative,Neutral,Neutral,Neutral,Negative
PQ-2400021458,Negative,Negative,Neutral,Neutral,Neutral,Negative
PQ-2400021124,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2400021108,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2400020643,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2387146941,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2386941184,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2386830165,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2386062144,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2385886975,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2385831738,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2385096299,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2384779735,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2384552412,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2382046980,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2379499612,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2378965582,Negative,Neutral,Neutral,Negative,Neutral,Negative
PQ-2378909891,Positive,Neutral,Neutral,Neutral,Neutral,Negative
PQ-2377459231,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2393205566,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2374442372,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2371713511,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2372516672,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2371547503,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2371106053,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2371309257,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2371098450,Positive,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2370291694,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2367252413,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2366793813,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2363650062,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2363280333,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2363660987,Negative,Negative,Negative,Negative,Neutral,Neutral
PQ-2363660736,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2363226190,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2363169772,Neutral,Neutral,Neutral,Neutral,Positive,Neutral
PQ-2363166923,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2362532719,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2362532691,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2362531836,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2362531574,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2362209842,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2361576124,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2361601122,Neutral,Positive,Neutral,Neutral,Neutral,Neutral
PQ-2354612851,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2353622615,Positive,Positive,Positive,Neutral,Neutral,Neutral
PQ-2352778340,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2352395660,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2351579267,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2351446772,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2350444636,Positive,Neutral,Neutral,Negative,Neutral,Positive
PQ-2350274595,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2349771591,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2349118518,Negative,Neutral,Neutral,Neutral,Neutral,Negative
PQ-2348794401,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2348757503,Negative,Neutral,Neutral,Neutral,Neutral,Negative
PQ-2346242803,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2345949089,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2343437031,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2340167368,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2339835547,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2336163266,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2336033246,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2335764163,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2334712389,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2334061232,Negative,Negative,Negative,Negative,Neutral,Neutral
PQ-2333891210,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2332279979,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2332146166,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2332094986,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2332028601,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2331885945,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2391980750,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2331509547,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2331269531,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2331242810,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2330836123,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2330576904,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2329798649,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2634846288,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2634830546,Positive,Positive,Positive,Positive,Neutral,Positive
PQ-2634767028,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2634754226,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2634722007,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2634683777,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2634643277,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2634634659,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2632156011,Negative,Negative,Neutral,Negative,Neutral,Negative
PQ-2632068493,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2632039219,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2631837393,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2631565450,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2630589286,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2629228730,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2629050139,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2627834694,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2626791216,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2626201952,Positive,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2626088076,Positive,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2625995082,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2625959270,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2625859566,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2625372929,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2635752236,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2624957874,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2635344606,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2635343189,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2624855836,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2624561453,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2624532259,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2624463729,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2624242198,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2624157749,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2624092487,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2624083488,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2624054309,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2623998915,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2623895215,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2623837782,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2623809189,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2623775996,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2623732613,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2623575854,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2621670082,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2621097970,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2629526890,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2621037948,Positive,Positive,Positive,Neutral,Neutral,Positive
PQ-2620938694,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2620819812,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
PQ-2620752943,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2620736647,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2619617965,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2618486662,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2618485891,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2618157687,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2618023648,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2617083046,Positive,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2616985634,Positive,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2616921304,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2615910751,Neutral,Neutral,Neutral,Neutral,Positive,Neutral
PQ-2615479089,Positive,Positive,Positive,Neutral,Neutral,Neutral
PQ-2614816757,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2614291124,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2613762451,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2612734337,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2611570191,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2609540248,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2609720404,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2609284140,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2609256585,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2609209148,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2608875357,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2608575157,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2608476575,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2607974000,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2607535783,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2607496731,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2607099772,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2606720958,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2605729703,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2605734782,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2615534736,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2605392959,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2605141555,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2605069697,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2605051254,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2605034098,Positive,Positive,Neutral,Positive,Positive,Neutral
PQ-2604805865,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2604805863,Positive,Neutral,Neutral,Positive,Positive,Neutral
PQ-2599235621,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2597902027,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2596221483,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2595338839,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2591323713,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2591158652,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2589875135,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2589781328,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2774590730,Neutral,Positive,Neutral,Neutral,Neutral,Positive
PQ-2587948614,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2587948613,Positive,Neutral,Neutral,Neutral,Positive,Positive
PQ-2587697315,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2587629444,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2586963731,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2586925859,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2586461222,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2586273659,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2585981909,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2585814870,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2625006485,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2584161468,Neutral,Positive,Positive,Neutral,Neutral,Positive
PQ-2583942109,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2583765526,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2583453438,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2582791784,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2580904027,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2578679903,Neutral,Neutral,Neutral,Neutral,Positive,Neutral
PQ-2578587675,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2578182512,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2578102237,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2577116789,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2576914261,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2576847305,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2576661672,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2576621655,Positive,Positive,Neutral,Neutral,Positive,Positive
PQ-2576542197,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2576542102,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2574785664,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2574802920,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2569703110,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2568685392,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2568692009,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2567798168,Negative,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2563474560,Positive,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2560871917,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2558340803,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2558052918,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
PQ-2556734051,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2556572801,Positive,Positive,Positive,Neutral,Neutral,Positive
PQ-2556421021,Neutral,Positive,Neutral,Neutral,Neutral,Positive
PQ-2556421016,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2555868048,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2555652642,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2555496254,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2555298056,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2554997421,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2554827063,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2554615739,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2553162752,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2552837424,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2551427202,Neutral,Neutral,Positive,Positive,Positive,Neutral
PQ-2548654153,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2547889634,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2546868727,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2546868715,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2546770036,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2546775564,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2546689009,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2546598031,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2540764382,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2540046220,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2540027812,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2539904842,Positive,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2539860166,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2539449111,Neutral,Neutral,Neutral,Positive,Neutral,Positive
PQ-2539190206,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2539121095,Neutral,Neutral,Neutral,Positive,Neutral,Positive
PQ-2537420770,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2537420768,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2537293691,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2537271943,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
PQ-2548036404,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2536720302,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2536600755,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2536391023,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2536263233,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2535802630,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2536017983,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2535999807,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2535761746,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2535548374,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2545445113,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
