,Unique_ID,Ticker,Source,Date,Article Headline,Neutral,Positive,Negative
1491,IR-1889,PDCE,Investment Research,2019-05-16,PDCE: A6 Report for 05/15/2019,0.08736206917092204,0.3529241697397083,0.5597137524746358
1492,IR-189,MRO,Investment Research,2023-10-14,Marathon Oil Corporation,0.29614089939155075,0.2928485914476608,0.4110105119057392
1493,IR-1890,EOG,Investment Research,2019-05-13,Solid 1Q; reiterating target of $120,0.3342069378969344,0.12054332117126747,0.5452497521923347
1494,IR-1891,MRO,Investment Research,2019-05-13,Reaffirming BUY with target of $22,0.14654401351105084,0.40553259951147164,0.4479233901947737
1495,IR-1892,DVN,Investment Research,2019-05-07,Reaffirming BUY and target of $37,0.24205798977477985,0.22128113528544252,0.5366608828983523
1496,IR-1893,COP,Investment Research,2019-05-06,Reiterating BUY and price target of $86,0.2170325515961105,0.2074882806363431,0.5754791836846959
1497,IR-1894,CXO,Investment Research,2019-05-02,CXO: A6 Report for 05/01/2019,0.06657809182070196,0.36951992847025394,0.5639019946102053
1498,IR-1895,PXD,Investment Research,2019-05-02,PXD: A6 Report for 05/01/2019,0.05407125945203006,0.3991907419404015,0.5467380296904594
1499,IR-1896,PDCE,Investment Research,2019-05-02,PDCE: A6 Report for 05/01/2019,0.08543276134878397,0.3361703377449885,0.5783969077747315
1500,IR-1897,PDCE,Investment Research,2019-04-24,PDCE: A6 Report for 04/24/2019,0.08576385048218071,0.33504062483552843,0.5791955210734159
1501,IR-1898,PXD,Investment Research,2019-04-24,PXD: A6 Report for 04/24/2019,0.06566612655296922,0.37885379209183156,0.5554800676181912
1502,IR-1899,CXO,Investment Research,2019-04-24,CXO: A6 Report for 04/24/2019,0.06911722244694829,0.36364358849823475,0.5672391841653734
1503,IR-19,DVN,Investment Research,2024-04-27,Devon Energy Corporation,0.23187598239423501,0.3348089934119748,0.4333150288504031
1504,IR-190,COP,Investment Research,2023-10-12,ConocoPhillips,0.3200740788338913,0.16892553410596317,0.5110004035135111
1505,IR-1900,EOG,Investment Research,2019-03-01,Reaffirming BUY but lowering target to $120,0.2704235662452199,0.1606173696504398,0.568959039466625
1506,IR-1901,DVN,Investment Research,2019-02-26,Lowering target by $14 to $37,0.1122747390375783,0.2875012358029683,0.6002240207356712
1507,IR-1902,MRO,Investment Research,2019-02-25,Reiterating BUY but lowering target price to $22,0.2284854749838511,0.19411014470582208,0.5774043761193752
1508,IR-1903,COP,Investment Research,2019-02-11,Reaffirming BUY on better-than-expected 4Q18 results,0.31156295707279985,0.1465156405994838,0.5419213844632561
1509,IR-1904,CVX,Investment Research,2024-05-13,Chevron Corporation,0.27199938313828576,0.24051393977262908,0.48748667910695076
1510,IR-1905,CVX,Investment Research,2024-05-13,CFRA LIFTS VIEW ON SHARES OF CHEVRON CORPORATION TO BUY FROM HOLD,0.06744997948408127,0.021175909787416458,0.9113740921020508
1511,IR-1906,CVX,Investment Research,2024-05-11,Chevron Corporation,0.2670983846642469,0.21239613359303852,0.5205054835073257
1512,IR-1907,CVX,Investment Research,2024-05-04,Chevron Corporation,0.26010825465384285,0.21441775192751697,0.5254739969968796
1513,IR-1908,CVX,Investment Research,2024-05-01,Chevron Corporation,0.2634065956073372,0.20967837472103143,0.5269150358477706
1514,IR-1909,CVX,Investment Research,2024-04-27,Chevron Corporation,0.2516875338430206,0.26517911239837605,0.48313335991568035
1515,IR-191,PXD,Investment Research,2023-10-11,Pioneer Natural Resources Company,0.2690906880630387,0.2229341072961688,0.5079751952758266
1516,IR-1910,CVX,Investment Research,2024-04-26,Chevron Corporation,0.25269387507190305,0.29913890258305603,0.44816722224156064
1517,IR-1911,CVX,Investment Research,2024-04-26,CFRA KEEPS HOLD OPINION ON SHARES OF CHEVRON CORPORATION,0.061510294675827026,0.04958556964993477,0.8889041543006897
1518,IR-1912,CVX,Investment Research,2024-04-20,Chevron Corporation,0.21485064394379916,0.285986267275324,0.49916307412480054
1519,IR-1913,CVX,Investment Research,2024-04-13,Chevron Corporation,0.2191993600051654,0.2832310648242894,0.4975695789448525
1520,IR-1914,CVX,Investment Research,2024-04-06,Chevron Corporation,0.22283608211498512,0.26778645641905696,0.5093774422022858
1521,IR-1915,CVX,Investment Research,2024-03-30,Chevron Corporation,0.2121489052905848,0.2853321579628085,0.502518953657464
1522,IR-1917,CVX,Investment Research,2024-03-23,Chevron Corporation,0.247120302268549,0.24801257693845974,0.5048671354980845
1523,IR-1918,CVX,Investment Research,2024-03-16,Chevron Corporation,0.2231545438499827,0.2672413187591653,0.5096041200388419
1524,IR-1919,CVX,Investment Research,2024-03-09,Chevron Corporation,0.2453633348800634,0.2405542302386541,0.5140824371850804
1525,IR-192,EOG,Investment Research,2023-10-07,"EOG Resources, Inc.",0.3766962491079337,0.14774382073018286,0.4755599281440179
1526,IR-1920,CVX,Investment Research,2024-03-02,Chevron Corporation,0.2763968798282899,0.21563292716286683,0.5079701953616581
1527,IR-1921,CVX,Investment Research,2024-02-24,Chevron Corporation,0.27822649057366344,0.23119706738936274,0.49057644987969024
1528,IR-1922,CVX,Investment Research,2024-02-21,Merger with Hess on track for 1H24 closing,0.1177021467259952,0.27496999958973556,0.6073278474754521
1529,IR-1923,CVX,Investment Research,2024-02-17,Chevron Corporation,0.27306845303820937,0.23475494373001551,0.49217660999611806
1530,IR-1924,CVX,Investment Research,2024-02-10,Chevron Corporation,0.2717310277451026,0.2326557407351701,0.49561322117714507
1531,IR-1925,CVX,Investment Research,2024-02-05,Chevron Corporation,0.26562492441582053,0.24119978040260703,0.4931753036615096
1532,IR-1926,CVX,Investment Research,2024-02-03,Chevron Corporation,0.27236884873774314,0.2540678514374627,0.473563302308321
1533,IR-1927,CVX,Investment Research,2024-02-02,Chevron Corporation,0.2918032971455863,0.2753573582556687,0.4328393418537943
1534,IR-1928,CVX,Investment Research,2024-02-02,CFRA CUTS VIEW ON SHARES OF CHEVRON CORPORATION TO HOLD FROM BUY,0.0463830828666687,0.580838680267334,0.3727782070636749
1535,IR-1929,CVX,Investment Research,2024-01-27,Chevron Corporation,0.30581928936666564,0.21997164944676975,0.47420907295063924
1536,IR-193,PXD,Investment Research,2023-10-07,Pioneer Natural Resources Company,0.2644669342165192,0.31050437140382,0.42502869613882566
1537,IR-1930,CVX,Investment Research,2024-01-20,Chevron Corporation,0.3123678553261255,0.22174310350888654,0.46588903243996593
1538,IR-1931,CVX,Investment Research,2024-01-13,Chevron Corporation,0.29923734372775807,0.20476321434896244,0.49599946505929293
1539,IR-1932,CVX,Investment Research,2024-01-06,Chevron Corporation,0.30915692958392593,0.19635762725221484,0.4944854396346368
1540,IR-1933,CVX,Investment Research,2023-12-30,Chevron Corporation,0.29974588918450634,0.20634537278429457,0.49390874116828565
1541,IR-1934,CVX,Investment Research,2023-12-23,Chevron Corporation,0.28706977830121394,0.20831057784686746,0.5046196561306715
1542,IR-1935,CVX,Investment Research,2023-12-16,Chevron Corporation,0.28399939835071564,0.2250478724752994,0.49095273096310466
1543,IR-1936,CVX,Investment Research,2023-12-02,Chevron Corporation,0.3040419736582982,0.1820088639169147,0.5139491298284969
1544,IR-1937,CVX,Investment Research,2023-11-25,Chevron Corporation,0.29263556219245257,0.19473549360899547,0.5126289365519034
1545,IR-1938,CVX,Investment Research,2023-11-18,Chevron Corporation,0.29385549231971564,0.1956861646551835,0.5104583377312673
1546,IR-1939,CVX,Investment Research,2023-11-15,Pullback offers buying opportunity,0.04663625550234601,0.26484036977802006,0.6885233681560272
1547,IR-194,COP,Investment Research,2023-10-07,ConocoPhillips,0.25984695524369417,0.17051768253900504,0.569635348688615
1548,IR-1940,CVX,Investment Research,2023-11-11,Chevron Corporation,0.2965963529422879,0.191349583702456,0.5120540569095235
1549,IR-1941,CVX,Investment Research,2023-11-04,Chevron Corporation,0.29936097224095937,0.19178834062461791,0.5088506833110985
1550,IR-1942,CVX,Investment Research,2023-10-31,Chevron Corporation,0.2967408892061365,0.19347931077017597,0.5097798008079591
1551,IR-1943,CVX,Investment Research,2023-10-28,Chevron Corporation,0.24562117302169403,0.26137739497547346,0.49300143774598837
1552,IR-1944,CVX,Investment Research,2023-10-27,Chevron Corporation,0.23676844256826574,0.3100097703023089,0.4532218124303553
1553,IR-1945,CVX,Investment Research,2023-10-27,CFRA KEEPS BUY OPINION ON SHARES OF CHEVRON CORPORATION,0.035811055451631546,0.4615146815776825,0.5026742219924927
1554,IR-1946,CVX,Investment Research,2023-10-23,Chevron Corporation,0.28654829530339493,0.2581287314625163,0.45532296892059476
1555,IR-1947,CVX,Investment Research,2023-10-23,CFRA KEEPS BUY OPINION ON SHARES OF CHEVRON CORPORATION,0.03329348564147949,0.020255770534276962,0.9464507699012756
1556,IR-1948,CVX,Investment Research,2023-10-21,Chevron Corporation,0.2210432885007726,0.29037674821706283,0.4885799630234639
1557,IR-1949,CVX,Investment Research,2023-10-14,Chevron Corporation,0.22657111949390835,0.2796731263709565,0.4937557376300295
1558,IR-195,DVN,Investment Research,2023-10-07,Devon Energy Corporation,0.34263927244434234,0.21598412699409222,0.44137660364963505
1559,IR-1950,CVX,Investment Research,2023-10-07,Chevron Corporation,0.21713173927532303,0.30355688608768916,0.4793113698768947
1560,IR-1951,CVX,Investment Research,2023-09-30,Chevron Corporation,0.2649284299049113,0.253696807867123,0.4813747520868977
1561,IR-1952,CVX,Investment Research,2023-09-23,Chevron Corporation,0.2472872774427136,0.2601501441353725,0.49256260310196215
1562,IR-1953,CVX,Investment Research,2023-09-17,Chevron Corporation,0.24966552201658487,0.2591027554848956,0.49123173983146745
1563,IR-1954,CVX,Investment Research,2023-09-15,Chevron Corporation,0.2231629217337621,0.32413791776879836,0.45269916608537497
1564,IR-1955,CVX,Investment Research,2023-09-15,CFRA KEEPS POSITIVE VIEW ON INTEGRATED OIL & GAS SUB-INDUSTRY,0.047867551445961,0.08604377508163452,0.8660887479782104
1565,IR-1956,CVX,Investment Research,2023-09-10,Chevron Corporation,0.25828224204872785,0.250491698909747,0.4912260585513554
1566,IR-1957,CVX,Investment Research,2023-09-02,Chevron Corporation,0.2707788555158509,0.29296628158125615,0.4362548534861869
1567,IR-1958,CVX,Investment Research,2023-08-26,Chevron Corporation,0.2629317135239641,0.31318870802513427,0.42387958698802525
1568,IR-1959,CVX,Investment Research,2023-08-19,Chevron Corporation,0.2559471271104283,0.3085155424454974,0.43553734270648825
1569,IR-196,MRO,Investment Research,2023-10-07,Marathon Oil Corporation,0.3051631659465401,0.27752034508280066,0.41731648764720086
1570,IR-1960,CVX,Investment Research,2023-08-12,Chevron Corporation,0.26091897384160095,0.31214506950022447,0.42693597223195767
1571,IR-1961,CVX,Investment Research,2023-08-07,Reaffirming BUY following 2Q results,0.054583517950959504,0.43267169361934066,0.5127447770598034
1572,IR-1962,CVX,Investment Research,2023-08-05,Chevron Corporation,0.2562068010576897,0.3073387861562272,0.4364544197710024
1573,IR-1963,CVX,Investment Research,2023-07-31,Chevron Corporation,0.2712264205846522,0.29407131485641,0.4347022602127658
1574,IR-1964,CVX,Investment Research,2023-07-30,Chevron Corporation,0.24783711176779535,0.32249697302985525,0.42966591835849816
1575,IR-1965,CVX,Investment Research,2023-07-28,Chevron Corporation,0.292829942056223,0.28906941041350365,0.4181006435108812
1576,IR-1966,CVX,Investment Research,2023-07-28,CFRA KEEPS BUY OPINION ON SHARES OF CHEVRON CORPORATION,0.13456523418426514,0.0481581911444664,0.8172765374183655
1577,IR-1967,CVX,Investment Research,2023-07-24,Chevron Corporation,0.27454906174292165,0.27202279860567713,0.45342811900708413
1578,IR-1968,CVX,Investment Research,2023-07-24,CFRA KEEPS BUY OPINION ON SHARES OF CHEVRON CORPORATION,0.2482539862394333,0.1642846167087555,0.5874614119529724
1579,IR-1969,CVX,Investment Research,2023-07-22,Chevron Corporation,0.2539733593973021,0.300399512414717,0.4456271318097909
1580,IR-197,EOG,Investment Research,2023-10-02,"EOG Resources, Inc.",0.4402792642481233,0.14332534054196194,0.41639539197479425
1581,IR-1970,CVX,Investment Research,2023-07-16,Chevron Corporation,0.25018643386041123,0.30264261132106185,0.44717095316284233
1582,IR-1971,CVX,Investment Research,2023-07-08,Chevron Corporation,0.2543104147124622,0.29661222562814754,0.4490773721287648
1583,IR-1972,CVX,Investment Research,2023-07-01,Chevron Corporation,0.24918234751870236,0.3014881401322782,0.4493295095033116
1584,IR-1973,CVX,Investment Research,2023-06-24,Chevron Corporation,0.2533764539079534,0.30074744128311676,0.4458761082755195
1585,IR-1974,CVX,Investment Research,2023-06-18,Chevron Corporation,0.24925476219505072,0.30641674855723977,0.44432847884794074
1586,IR-1975,CVX,Investment Research,2023-06-10,Chevron Corporation,0.2547626255804466,0.30114864019884,0.44408873323765063
1587,IR-1976,CVX,Investment Research,2023-06-03,Chevron Corporation,0.24204179287577668,0.30964051176690394,0.44831769075244665
1588,IR-1977,CVX,Investment Research,2023-05-27,Chevron Corporation,0.2789166093700462,0.2739165463588304,0.44716683381961453
1589,IR-1978,CVX,Investment Research,2023-05-22,Chevron Corporation,0.2918776959801714,0.25684232181972927,0.45127999699778026
1590,IR-1979,CVX,Investment Research,2023-05-22,CFRA LIFTS VIEW ON SHARES OF CHEVRON CORP. TO BUY FROM HOLD,0.1655503511428833,0.13913634419441223,0.6953132152557373
1591,IR-198,EOG,Investment Research,2023-09-30,"EOG Resources, Inc.",0.3788369460445311,0.1270660979466306,0.4940969478338957
1592,IR-1980,CVX,Investment Research,2023-05-21,Chevron Corporation,0.265692048240453,0.29092033455769223,0.4433876272911827
1593,IR-1981,CVX,Investment Research,2023-05-13,Chevron Corporation,0.27119760489505196,0.27612898426337373,0.4526734122385581
1594,IR-1982,CVX,Investment Research,2023-05-06,Chevron Corporation,0.2712079646686713,0.27580467021713656,0.45298735859493416
1595,IR-1983,CVX,Investment Research,2023-05-05,Chevron Corporation,0.26752512079353136,0.27346443436625933,0.45901041984972024
1596,IR-1984,CVX,Investment Research,2023-05-04,Reaffirming BUY,0.11034726708506544,0.3253466635166357,0.5643060837561885
1597,IR-1985,CVX,Investment Research,2023-04-29,Chevron Corporation,0.1994021685574861,0.2718731207663522,0.5287246905705508
1598,IR-1986,CVX,Investment Research,2023-04-28,Chevron Corporation,0.24890123028308153,0.2594386868397979,0.49166008369887576
1599,IR-1987,CVX,Investment Research,2023-04-28,CFRA KEEPS HOLD OPINION ON SHARES OF CHEVRON CORPORATION,0.02404407598078251,0.7687477469444275,0.20720809698104858
1600,IR-1988,CVX,Investment Research,2023-04-27,Chevron Corporation,0.23951706093023806,0.24086865651256897,0.5196143026080202
1601,IR-1989,CVX,Investment Research,2023-04-27,CFRA KEEPS HOLD OPINION ON SHARES OF CHEVRON CORPORATION,0.024332774803042412,0.6595097780227661,0.31615743041038513
1602,IR-199,PXD,Investment Research,2023-09-30,Pioneer Natural Resources Company,0.2715834706193871,0.2958726684252421,0.4325438586788045
1603,IR-1990,CVX,Investment Research,2023-04-22,Chevron Corporation,0.3634450421668589,0.15486842518051466,0.48168654181063175
1604,IR-1991,CVX,Investment Research,2023-04-15,Chevron Corporation,0.3504696074976689,0.1676640717519654,0.48186633301277954
1605,IR-1992,CVX,Investment Research,2023-04-08,Chevron Corporation,0.34050857244680327,0.17967213700628942,0.4798192893051439
1606,IR-1993,CVX,Investment Research,2023-04-02,Chevron Corporation,0.32137120654806495,0.2032109917038017,0.4754178032485975
1607,IR-1994,CVX,Investment Research,2023-03-25,Chevron Corporation,0.3393858165169756,0.1935968002718356,0.46701739811235005
1608,IR-1995,CVX,Investment Research,2023-03-18,Chevron Corporation,0.33903721787242425,0.18858135926226774,0.47238142302052843
1609,IR-1996,CVX,Investment Research,2023-03-11,Chevron Corporation,0.3382887283547057,0.19379005177567402,0.4679212234914303
1610,IR-1997,CVX,Investment Research,2023-03-04,Chevron Corporation,0.31692997164403397,0.21704319854163462,0.4660268241746558
1611,IR-1998,CVX,Investment Research,2023-02-25,Chevron Corporation,0.32284462902074057,0.21228971197787258,0.464865668469833
1612,IR-1999,CVX,Investment Research,2023-02-19,Chevron Corporation,0.31912169243312544,0.2142338381252355,0.4666444668546319
1613,IR-2,EOG,Investment Research,2024-05-14,"EOG Resources, Inc.",0.20195172245924672,0.3288013344216678,0.46924692547569674
1614,IR-20,PXD,Investment Research,2024-04-27,Pioneer Natural Resources Company,0.272359650876177,0.2460154666026172,0.481624875609812
1615,IR-200,COP,Investment Research,2023-09-30,ConocoPhillips,0.2798860043080317,0.16975329128197497,0.5503607104635901
1616,IR-2000,CVX,Investment Research,2023-02-11,Chevron Corporation,0.34048070375704104,0.17167471225063005,0.48784459930741125
1617,IR-2001,CVX,Investment Research,2023-02-04,Chevron Corporation,0.3448280847320954,0.17225201117495695,0.4829199068869154
1618,IR-2002,CVX,Investment Research,2023-02-01,Chevron Corporation,0.3463740328119861,0.18076322320848703,0.4728627402542366
1619,IR-2003,CVX,Investment Research,2023-02-01,CFRA LOWERS OPINION ON ENERGY TO MARKETWEIGHT FROM OVERWEIGHT,0.028951210901141167,0.6997563242912292,0.27129247784614563
1620,IR-2004,CVX,Investment Research,2023-01-30,Reaffirming BUY; strong dividend hike,0.2606248597924908,0.24266982179445526,0.4967053304426372
1621,IR-2005,CVX,Investment Research,2023-01-28,Chevron Corporation,0.2901908418382792,0.12231326716787674,0.5874958977322368
1622,IR-2006,CVX,Investment Research,2023-01-27,Chevron Corporation,0.39032687202972527,0.1055435719078078,0.5041295540902544
1623,IR-2007,CVX,Investment Research,2023-01-27,CFRA KEEPS HOLD OPINION ON SHARES OF CHEVRON CORPORATION,0.0595734640955925,0.12297068536281586,0.8174558281898499
1624,IR-2008,CVX,Investment Research,2023-01-26,Chevron Corporation,0.39767802351464826,0.1393355735991564,0.4629864004544086
1625,IR-2009,CVX,Investment Research,2023-01-26,CFRA KEEPS HOLD OPINION ON SHARES OF CHEVRON CORP.,0.05843978747725487,0.017429722473025322,0.9241304993629456
1626,IR-201,DVN,Investment Research,2023-09-30,Devon Energy Corporation,0.33733226182429416,0.2312528945897755,0.4314148345668065
1627,IR-2010,CVX,Investment Research,2023-01-21,Chevron Corporation,0.41701431158516145,0.11302662423501413,0.46995907763226163
1628,IR-2011,CVX,Investment Research,2023-01-14,Chevron Corporation,0.42630931000328726,0.10694367790387736,0.4667470157146454
1629,IR-2012,CVX,Investment Research,2023-01-08,Chevron Corporation,0.41343970301871497,0.1187890155447854,0.46777127372721833
1630,IR-2013,CVX,Investment Research,2022-12-31,Chevron Corporation,0.4160219608909554,0.11419836250651214,0.4697796614426706
1631,IR-2014,CVX,Investment Research,2022-12-24,Chevron Corporation,0.41103075025603175,0.11864780236242546,0.4703214614548617
1632,IR-2015,CVX,Investment Research,2022-12-17,Chevron Corporation,0.4079193552542064,0.12156353880547816,0.47051711194217205
1633,IR-2016,CVX,Investment Research,2022-12-10,Chevron Corporation,0.4127993827375273,0.11968495914091666,0.4675156785589125
1634,IR-2017,CVX,Investment Research,2022-12-04,Chevron Corporation,0.41806154630871284,0.11097065328309934,0.470967799011204
1635,IR-2018,CVX,Investment Research,2022-11-26,Chevron Corporation,0.41213506770630676,0.11642364635028774,0.47144127699236077
1636,IR-2019,CVX,Investment Research,2022-11-20,Chevron Corporation,0.4134714525296456,0.11514804595046574,0.4713805119196574
1637,IR-202,MRO,Investment Research,2023-09-30,Marathon Oil Corporation,0.2897245098689669,0.3106167237519434,0.39965876476152945
1638,IR-2020,CVX,Investment Research,2022-11-12,Chevron Corporation,0.40990702373286086,0.11870837139172687,0.47138461253295344
1639,IR-2021,CVX,Investment Research,2022-11-11,Raising price target to $211,0.25088230970626074,0.169680597493425,0.5794370831766477
1640,IR-2022,CVX,Investment Research,2022-11-05,Chevron Corporation,0.422990787981285,0.10586909742818938,0.47114011872973705
1641,IR-2023,CVX,Investment Research,2022-10-31,Chevron Corporation,0.40879779619475204,0.12062102975323796,0.47058117917428416
1642,IR-2024,CVX,Investment Research,2022-10-29,Chevron Corporation,0.3537470173528966,0.1138959750533104,0.5323569942265749
1643,IR-2025,CVX,Investment Research,2022-10-28,Chevron Corporation,0.3795692211783984,0.097831836408552,0.5225989215952509
1644,IR-2026,CVX,Investment Research,2022-10-28,CFRA KEEPS HOLD OPINION ON SHARES OF CHEVRON CORPORATION,0.09586832672357559,0.02497841976583004,0.8791532516479492
1645,IR-2027,CVX,Investment Research,2022-10-26,Chevron Corporation,0.3919844538630808,0.1182206654921174,0.48979488847886815
1646,IR-2028,CVX,Investment Research,2022-10-26,CFRA KEEPS HOLD OPINION ON SHARES OF CHEVRON CORPORATION,0.047389399260282516,0.2251158505678177,0.7274947166442871
1647,IR-2029,CVX,Investment Research,2022-10-22,Chevron Corporation,0.37305701373972827,0.15571997024946743,0.4712230245479279
1648,IR-203,COP,Investment Research,2023-09-23,ConocoPhillips,0.2564418390393257,0.17476162074231788,0.5687965414437809
1649,IR-2030,CVX,Investment Research,2022-10-15,Chevron Corporation,0.3646924869260854,0.16437048703018162,0.47093701559222406
1650,IR-2031,CVX,Investment Research,2022-10-08,Chevron Corporation,0.3665211771407889,0.1628847869320048,0.4705940371172296
1651,IR-2032,CVX,Investment Research,2022-10-02,CVX - Watch List: 72 US Companies with Undisclosed SEC Probes,0.022958426521374628,0.10729810662376575,0.8697434617922857
1652,IR-2033,CVX,Investment Research,2022-10-01,Chevron Corporation,0.37763651822590166,0.15515665182222924,0.46720683864421314
1653,IR-2034,CVX,Investment Research,2022-09-24,Chevron Corporation,0.38974758491127026,0.14409943773514694,0.4661529909612404
1654,IR-2035,CVX,Investment Research,2022-09-18,Chevron Corporation,0.3632686564491855,0.16813440170759955,0.46859692006061476
1655,IR-2036,CVX,Investment Research,2022-09-10,Chevron Corporation,0.3631048170953161,0.16775820202504596,0.46913695397476357
1656,IR-2037,CVX,Investment Research,2022-09-03,Chevron Corporation,0.39982356974441147,0.10109620660336481,0.49908023079236347
1657,IR-2038,CVX,Investment Research,2022-09-03,CVX - Watch List: 84 US Companies with Undisclosed SEC Probes,0.022134709730744363,0.10682643251493573,0.8710388630628586
1658,IR-2039,CVX,Investment Research,2022-08-27,Chevron Corporation,0.3683342731868227,0.1670993021171954,0.4645664153827561
1659,IR-204,PXD,Investment Research,2023-09-23,Pioneer Natural Resources Company,0.26768471031553215,0.29689846379268503,0.4354168154920141
1660,IR-2040,CVX,Investment Research,2022-08-20,Chevron Corporation,0.36456638346943593,0.17355945044093662,0.4618741740576095
1661,IR-2041,CVX,Investment Research,2022-08-13,Chevron Corporation,0.36524152993741965,0.16989453535320032,0.4648639343471991
1662,IR-2042,CVX,Investment Research,2022-08-09,Chevron Corporation,0.36606173274210757,0.1706629062278403,0.46327536397924024
1663,IR-2043,CVX,Investment Research,2022-08-09,Reaffirming BUY following 2Q22 financial results,0.40259642945602536,0.11796434394394358,0.47943922923877835
1664,IR-2044,CVX,Investment Research,2022-08-06,Chevron Corporation,0.3156445204444668,0.14994971618494568,0.5344057613435913
1665,IR-2045,CVX,Investment Research,2022-08-02,CVX - Watch List: 88 US Companies with Undisclosed SEC Probes,0.023359990452189703,0.10227887704968452,0.8743611219766978
1666,IR-2046,CVX,Investment Research,2022-07-30,Chevron Corporation,0.39407905214466155,0.21123646618798375,0.39468445267993957
1667,IR-2047,CVX,Investment Research,2022-07-29,Chevron Corporation,0.39593864911619353,0.15851984940030994,0.44554150981061597
1668,IR-2048,CVX,Investment Research,2022-07-29,CFRA KEEPS HOLD OPINION ON SHARES OF CHEVRON CORPORATION,0.06448133289813995,0.04878304898738861,0.8867355585098267
1669,IR-2049,CVX,Investment Research,2022-07-23,Chevron Corporation,0.4115159643046996,0.12601101058809197,0.4624730254359105
1670,IR-205,DVN,Investment Research,2023-09-23,Devon Energy Corporation,0.3278953654593543,0.233579139029117,0.4385254974231908
1671,IR-2050,CVX,Investment Research,2022-07-16,Chevron Corporation,0.41497459032518025,0.11721945323926561,0.4678059634478653
1672,IR-2051,CVX,Investment Research,2022-07-09,Chevron Corporation,0.4210843629039386,0.11654788885703858,0.4623677368988009
1673,IR-2052,CVX,Investment Research,2022-07-03,Chevron Corporation,0.4128920756937826,0.12754952644600587,0.4595583957784316
1674,IR-2053,CVX,Investment Research,2022-07-01,CVX - Watch List: 88 US Companies with Undisclosed SEC Probes,0.022401542351063754,0.09898824255085653,0.8786101970407698
1675,IR-2054,CVX,Investment Research,2022-06-25,Chevron Corporation,0.443441086284378,0.11361908978399109,0.44293981812456074
1676,IR-2055,CVX,Investment Research,2022-06-18,Chevron Corporation,0.44796200589660334,0.1172199696302414,0.4348180151599295
1677,IR-2056,CVX,Investment Research,2022-06-11,Chevron Corporation,0.4396410007029772,0.12767074739231782,0.4326882336069556
1678,IR-2057,CVX,Investment Research,2022-06-04,Chevron Corporation,0.42703438385882797,0.128294938517844,0.444670661845628
1679,IR-2058,CVX,Investment Research,2022-05-29,Chevron Corporation,0.4340861977680641,0.1282724857549457,0.43764131099862214
1680,IR-2059,CVX,Investment Research,2022-05-21,Chevron Corporation,0.4230928194216069,0.13801268006072326,0.43889450457166224
1681,IR-206,EOG,Investment Research,2023-09-23,"EOG Resources, Inc.",0.3914759119765626,0.11602153360015816,0.49250256259822184
1682,IR-2060,CVX,Investment Research,2022-05-15,Chevron Corporation,0.43558211076785536,0.13490372731843414,0.42951416487202926
1683,IR-2061,CVX,Investment Research,2022-05-07,Chevron Corporation,0.4194827956250972,0.12022868492123154,0.46028852742165327
1684,IR-2062,CVX,Investment Research,2022-05-06,Raising price target to $189,0.3485607717496653,0.13344204092087844,0.5179971852339804
1685,IR-2063,CVX,Investment Research,2022-05-02,Chevron Corporation,0.3616741040411095,0.15236454570872915,0.4859613534063101
1686,IR-2064,CVX,Investment Research,2022-04-30,Chevron Corporation,0.32336856828381616,0.24298653503259024,0.4336448869564467
1687,IR-2065,CVX,Investment Research,2022-04-30,Chevron Corporation,0.32336856828381616,0.24298653503259024,0.4336448869564467
1688,IR-2066,CVX,Investment Research,2022-04-29,CFRA KEEPS HOLD OPINION ON SHARES OF CHEVRON CORP.,0.07922989875078201,0.16324926912784576,0.757520854473114
1689,IR-2067,CVX,Investment Research,2022-04-23,Chevron Corporation,0.40738607322176296,0.21729942017959225,0.3753145103239351
1690,IR-2068,CVX,Investment Research,2022-04-16,Chevron Corporation,0.4256812260589666,0.19810120782090557,0.3762175508050455
1691,IR-2069,CVX,Investment Research,2022-04-09,Chevron Corporation,0.4111723758073317,0.209474239550117,0.3793533792098363
1692,IR-207,MRO,Investment Research,2023-09-23,Marathon Oil Corporation,0.28900814997522456,0.2934283492106356,0.41756349792213815
1693,IR-2070,CVX,Investment Research,2022-04-02,Chevron Corporation,0.4082636531028483,0.2123148603261345,0.37942149707426626
1694,IR-2071,CVX,Investment Research,2022-03-26,Chevron Corporation,0.41143300239410663,0.22043616112528575,0.3681308360149463
1695,IR-2072,CVX,Investment Research,2022-03-19,Chevron Corporation,0.42313267171589863,0.1923011385111345,0.384566192722155
1696,IR-2073,CVX,Investment Research,2022-03-13,Chevron Corporation,0.4160920202525126,0.19200975437545115,0.39189823530614376
1697,IR-2074,CVX,Investment Research,2022-03-07,Chevron Corporation,0.42911869080530274,0.1914702795135478,0.3794110197987821
1698,IR-2075,CVX,Investment Research,2022-03-07,CFRA CUTS VIEW ON SHARES OF CHEVRON CORP. TO HOLD FROM BUY,0.05601624771952629,0.02384832873940468,0.9201354384422302
1699,IR-2076,CVX,Investment Research,2022-03-05,Chevron Corporation,0.36444424982700085,0.23788879423712692,0.39766695712589556
1700,IR-2077,CVX,Investment Research,2022-02-26,Chevron Corporation,0.3728121088610755,0.2381990671468278,0.3889888142132097
1701,IR-2078,CVX,Investment Research,2022-02-19,Chevron Corporation,0.35886608591924113,0.24846333896534312,0.392670591465301
